"neuroticism","extraversion","openness"
0.749377161358067,0.675712787958925,1
0.49873989603723,0.577998739670675,0.867459129347915
0.656681904585328,0.471523191903749,0.598994450455557
0.296040577110377,0.652378581159991,0.682962943079747
0.0575279283787986,0.625975467636372,0.94730820775618
0.349850000310203,0.406320017717498,0.621018967102509
0.38400082590467,0.459101903885046,0.447696234950922
0.395695109948851,0.776499236325273,0.705244510894113
0.443663971021987,0.706154855001312,0.807033217068866
0.346063756689654,0.295480035387546,0.542970040297134
0.18788060166417,0.651025223142118,0.824824222271047
0.211709708823414,0.601889558571098,0.565088166257779
0.299572485223177,0.420947440262586,0.731817261302506
0.322797271473774,0.523036268542097,0.553776094892598
0.811375633963939,0.44201640499905,0.785089751292108
0.836619231079404,0.499714101394632,0.45063224767321
0.263446203411651,0.784920840881265,0.958984144761408
0.353700739903766,0.58913302787133,0.621542421756775
0.320947372484088,0.559116259199078,0.744814717713442
0.43783970413291,0.523079431914164,0.287996874592515
0.403806162996706,0.596500748653746,0.601351259408575
0.302768111497524,0.622393505539847,0.560064340709922
0.478366977491263,0.361159090097069,0.552708819784318
0.281901659444777,0.566081937202084,0.604625147862128
0.372857071658218,0.699593869378681,0.61841335632046
0.676810141517122,0.191191982270897,0.513778925089767
0.592309155282923,0.601536048829637,0.827742197593188
0.314590569325033,0.464852502926634,0.51562053776004
0.394473171713147,0.691376145024203,0.699397186611878
0.343203669345241,0.455531714524394,0.656393255755808
0.374510577708586,0.802750546930531,0.896790174065481
0.446479527406186,0.409272551269492,0.719507605358192
0.134723310915931,0.509373445291079,0.834905010143947
0.738410753752858,0.541169561103347,0.805190452248864
0.173156608530344,0.785611657166933,0.919784869013708
0.670851151567153,0.404613675163417,0.90316957178939
0.683215170959508,0.413912438318195,0.560275770103558
0.307400089468648,0.569042474288684,0.737313702753907
0.233373652671395,0.683603330626433,0.828929796744464
0.384285841441686,0.353435902611329,0.973038710979087
0,0.933035067125734,0.923077824321084
0.709921514406083,0.422098732734972,0.735576145585298
0.644573732943829,0.496227946190265,0.804705365828227
0.493487451961623,0.362799129561781,0.528540407701445
0.487009615689377,0.754224906340122,0.688042557848622
0.821472328616427,0.445829819208552,0.766491480725722
0.323296756226826,0.521754776802012,0.572453754254461
0.409489048297453,0.718250311678924,0.731204800694259
0.586077241414944,0.500364013310382,0.760642943125058
0.668333863609947,0.873089261044516,0.573695622269432
0.375909323204079,0.640301564419598,0.738470233162294
0.652022331962551,0.268976315392645,0.618732640487143
0.675329226514097,0.0580621807753533,0.579284273906112
0.601156354664033,0.50882932113441,0.779978362735523
0.283511981580321,0.768202940207481,0.676779615661946
0.390148777993459,0.532558771963978,0.835534272484534
0.175155630736945,0.704692485287826,0.696282890819887
0.574777480020991,0.75072855151798,0.62158486367963
0.267051517924939,0.506655231543575,0.719264128064438
0.517345922918659,0.454578138624772,0.905040622461772
0.574562220074437,0.381357422606879,0.362966610312849
0.651031381967559,0.637905825878699,0.615026563611689
0.761322846206917,0.781470292747429,0.641808173795786
0.260799667274121,0.58015595941349,0.64474002431052
0.17778668370879,0.675018172547914,0.617041717455099
0.573738375606739,0.652855890566877,0.633414355590648
0.433695068569069,0.474548792456642,0.640168954888979
0.597206252357612,0.46914686076856,0.744185581031206
0.758390970633855,0.464918036852429,0.42333270046989
0.457215554540481,0.343216602913904,0.622175115862042
0.308829609493302,0.473828010651093,0.581854893403983
0.435813490138266,0.423580482421198,0.664453782370161
0.290101147795302,0.344044985613531,0.628495405643414
0.557665213978044,0.698027751302262,0.846955719191596
0.547974720577772,0.482196243163009,0.560572319355834
0.552035651571688,0.15804469039853,0.725762621963437
0.329629537670529,0.426016619518366,0.640955690017843
0.740638200766217,0.49097223156275,0.810331550514855
0.388576313195814,0.631240184064223,0.795487079943543
0.734094398278963,0.391115270629138,0.301608325327132
0.861470556238091,0.437380814826804,0.523172741807384
0.120517712505678,0.893651111919668,0.479364730614494
0.450402199782189,0.627128756450477,0.447916887768772
0.512730691960973,0.667854034261578,0.788818144949677
0.0864832277076351,0.646519976494901,0.613073439976667
0.479708019564099,0.419176366136746,0.759880715380644
0.469054608973803,0.59410640344609,0.627353125306618
0.289439886098599,0.699793074598483,0.798783210740724
0.72650737530883,0.592018761144991,0.732596613196302
0.420411469712048,0.586161519756452,0.585452375207646
0.624166592679007,0.560304003844939,0.390527327352527
0,0.852466465156441,0.905816976426665
0.676231005432358,0.505834687701607,0.650478684013406
0.476113344186339,0.709636031204292,0.501879140618437
0.337009794134734,0.673126328713917,0.722141289730278
0.280186541144934,0.514437078119093,0.602759356929654
0.800980605628146,0.435136207962059,0.545339976615682
0.405873138031717,0.527431644553104,0.719787089956272
0.337399048408931,0.468411243688432,0.464595344089487
0.134948383506788,0.956164680877402,0.405317216053311
0.379148472785996,0.291305978283685,0.406574409949228
0.421731146050865,0.524745211093226,0.57355348109866
0.31864684238205,0.761367504734071,0.620874480742466
0.591102065888636,0.492236467518518,0.597037440981758
0.441135251502237,0.426611234461408,0.468212032133935
0.109422311824802,0.592409989091479,0.637441622842037
0.274643611297664,0.534261707085357,0.562729009447357
0.769327425082051,0.711108369135693,0.707234456333966
0.585044260514845,0.776893934885871,0.843339317109627
0.640552032007419,0.572832973250114,0.698455301854478
0.590943587798123,0.26570421358524,0.386587242623331
0.671100808495032,0.269413465690207,0.667769534197516
0.58923387718321,0.238822527068057,0.907920938088239
0,0.913463741107116,0.785129991482082
0.564000014040622,0.417930841254705,0.565124313188172
0.104554057393657,0.815312932005584,0.46244152027176
0.705102485570787,0.277965749279989,0.56855349268388
0.205438498826453,0.727258429753918,0.497435690254471
0,0.799404244816348,0.820566087164918
0.300857068578648,0.475699694413538,0.605377473245981
0.455560367058664,0.457408131286923,0.556258628598097
0.618480162898392,0.371625611710773,0.592735806049964
0.632781989473459,0.0968746508055863,0.627246888435432
0.101523716002293,0.624105690134852,0.71502662647581
0.526689988622091,0.64445817598318,0.710966035239791
0.343976892732981,0.701329456411244,0.803383101525124
0.326359449725078,0.763752526678913,0.52638127018519
0.115481524953654,0.956671770747127,0.656744617037157
0.426725699642025,0.480197241482881,0.767198768325553
0.088635509643735,0.942469237275433,0.846489581354589
0.201202686173382,0.648356732808173,0.639948784850888
0.592884026998261,0.660362391524485,0.753666686152823
0.564544056323305,0.662178181180103,0.746882590655371
0.365898155370618,0.574828344745073,0.788924511500826
0.200645608443215,0.757863111583265,0.612031119102819
0.490436046224789,0.576746173025721,0.878822464986931
0.544354286187457,0.590020523772278,0.851037350652003
0.204591807063648,0.682868151861019,0.395984640608501
0.675623245510839,0.372205209987913,0.779896383324051
0.239544980641918,0.620595069714308,0.789699789636024
0.278092905523874,0.61789697877145,0.481805869163993
0.573036627423101,0.488169142163665,0.654259320122563
0.47200517056769,0.633430010044656,0.712092312997981
0.309109484608184,0.50413826415181,0.566676857413229
0.103160796041911,0.699377444876955,0.676658123423192
0.47808965063714,0.462362959075741,0.735829493801466
0.653619748651185,0.628006771859631,0.661953094881334
0.513983290031205,0.475876935075762,0.821974833771847
0.583548368238113,0.611407869280879,0.715867714901964
0.289769568011678,0.687054567013035,0.752014223151747
0.291326393125379,0.712760427094546,0.833265753238745
0.634252270245367,0.747796880925907,0.788082978828892
0.295460406092043,0.715207133275909,0.582695942531839
0.00463068649646819,0.710574239603318,0.800375269850277
0.140001769755984,0.840060545386422,0.650844971319506
0.467859912979976,0.393824422079175,0.550905133781882
0.16396221617771,0.750347081003107,0.656915566112385
0.239189108111628,0.925993377467856,0.526775689071725
0.371091154563179,0.51216357868453,0.848069143120435
0.223125834920858,0.712528522832679,0.599451640090467
0.458718536436955,0.604934562479491,0.836434773562382
0.178157052514413,0.45008985942103,0.75347801801481
0.110083437182264,0.851914658515409,0.846708960440828
0.665973090035801,0.580382068982919,0.594493313693948
0.130140526924886,0.455769918115757,0.790466973523817
0.459653454076815,0.45696985045267,0.818799219171533
0.364082212688475,0.522378613525147,0.723894255178305
0.428556270570766,0.641808200602715,0.666869618830746
0.821337319691966,0.489619441736496,0.696543927400913
0.489645726144808,0.433925986699288,0.454938994781892
0.689788249572198,0.486473899403889,0.754617778987828
0.370770791490795,0.656339422560012,0.684321998700115
0.0986015900544666,0.573665241746026,0.730366644576831
0.566813583146619,0.496795251429439,0.690850585317478
0.306867373342888,0.64359299602339,0.591410207361017
0.451687599479045,0.41875467421238,0.710032162940439
0.350482110239653,0.509788585827739,0.499311982095922
0.789759152603753,0.365008086390488,0.698567205931769
0.396617778176728,0.645868396522712,0.574065564947563
0.701996424656215,0.55524169593538,0.654495612448576
0.588801153076434,0.277210439555452,0.57155533031355
0.658295298124304,0.359505462540234,0.610226330469756
0.3142014111497,0.393962720996827,0.787772335779795
0.883841757535931,0.709938869577269,0.490734599782538
0.193796021257696,0.827279961460074,0.716818809173509
0.558317703519652,0.356744515015482,0.580379223019531
0.256017052641662,0.530768473276145,0.632399886124045
0.287203512679926,0.495307264549628,0.738642427047773
0.34600500014019,0.604851733141932,0.801419883574774
0.323393233217059,0.837074083467026,0.707095939426752
0.598795517103347,0.454197051494589,0.733561458892629
0.50864010065396,0.581013362140523,0.490874043614157
0.138197547393668,0.580480941505559,0.594021208175287
0.648680330936626,0.534423793362368,0.828319658823721
0.404725085828101,0.407550189483064,0.730663393112467
0.583929060868181,0.557715344824911,0.701419306004581
0.241350714992032,0.639761208611325,0.543536844366518
0.1526458430218,0.504957807455948,0.464664543370289
0.409084608761095,0.437605913668374,0.826956272858504
0.521281694551544,0.504446832733607,0.786177355075168
0.382207488940836,0.514811498342843,0.639094824034126
0.540486056509866,0.399737242687741,0.413096372664662
0.458994301590286,0.641565727099117,0.564625474874002
0.671509269933013,0.420970711321026,0.427190179094415
0.19572420202865,0.53841376885693,0.733632673066305
0.12212695458864,0.78149894326809,0.794652011680704
0.458828996157546,0.602457824936203,0.62887756400175
0.71787167775353,0.705516465806925,0.586079557321131
0.400033773629039,0.659678917918031,0.682423487763297
0.592389281127691,0.411364854685227,0.646732842784894
0.515743195323654,0.471126847743493,0.855150063479133
0.716432565540558,0.289813000452465,0.837077253002021
0.541390242738565,0.657914554121482,0.768539420150144
0.420913843058392,0.610432720960654,0.567580254511543
0.358243074760996,0.615592816858101,0.566540920186995
0.348981140633862,0.681583602857406,0.460336259098434
0.624257650053346,0.195839172003762,0.671541106616519
0.274134218190812,0.498931986469943,0.771411489167758
0.0309382684039362,0.480881514621873,0.430843091334836
0.719415731303379,0.342826380603025,0.580895857503667
0.152240048985388,0.677182898946364,0.761624904310245
0.100469705223788,0.651504282671765,0.875856023994541
0.32609598417015,0.580894094414522,0.583599585490587
0.222754551440756,0.670390164650324,0.814307515507411
